http://160.94.51.142/meded/cardio_lab01/_images/Slide01.jpg,"Normal Heart","This is the external appearance of a normal heart. The epicardial surface is smooth and glistening. The amount of epicardial fat is usual. The left anterior descending coronary artery extends down from the aortic root to the apex."
http://160.94.51.142/meded/cardio_lab01/_images/Slide02.jpg,"Normal Heart","The aortic valve shows three thin and delicate cusps. The coronary artery orifices can be seen just above.The endocardium is smooth, beneath which can be seen a red-brown myocardium. The aorta above the valve displays a smooth intima with no atherosclerosis."
http://160.94.51.142/meded/cardio_lab01/_images/Slide03.jpg,"Normal Heart","This is the tricuspid valve. The leaflets are thin and delicate. Just like the mitral valve, the leaflets have thin chordae tendineae that attach the leaflet margins to the papillary muscles of the ventricular wall below."
http://160.94.51.142/meded/cardio_lab01/_images/Slide04.jpg,"Normal Heart","This is a normal coronary artery. The lumen is large, without any narrowing by atheromatous plaque. The muscular arterial wall is of normal proportion."
http://160.94.51.142/meded/cardio_lab01/_images/Slide05.jpg,"Normal Heart","This is the normal appearance of myocardial fibers in longitudinal section. Note the central nuclei and the syncytial arrangement of the fibers, some of which have pale pink intercalated disks."
http://160.94.51.142/meded/cardio_lab01/_images/Slide06.jpg,"Acute Myocardial Infarct","Common sites of coronary artery disease, and the distribution of myocardial necrosis with blockage of each respective vessel (listed in order of frequency, with the top being most frequent). Distribution of infarction is determined by distribution of occluded vessel:
LAD-- Anterior LV, apex, and anterior 2/3 of interventricular septum
Circumflex--Small portion of lateral left ventricle
RCA-- Posterior LV wall, posterior 1/3 of interventricular septum
"
http://160.94.51.142/meded/cardio_lab01/_images/Slide07.jpg,"Acute Myocardial Infarct","Cardiac enzymes after onset of myocardial infarction."
http://160.94.51.142/meded/cardio_lab01/_images/Slide08.jpg,"Acute Myocardial Infarct","The coronary artery shown here has narrowing of the lumen due to build up of atherosclerotic plaque. Severe narrowing can lead to angina, ischemia, and infarction."
http://160.94.51.142/meded/cardio_lab01/_images/Slide09.jpg,"Acute Myocardial Infarct","Coronary artery with occluded lumen."
http://160.94.51.142/meded/cardio_lab01/_images/Slide10.jpg,"Acute Myocardial Infarct","Cross section of infarcted myocardium."
http://160.94.51.142/meded/cardio_lab01/_images/Slide11.jpg,"Acute Myocardial Infarct","Micrograph of infarcted myocardium undergoing early organization with granulation tissue, and early fibroblastic proliferation. All the dead myocardium has not been removed, the necrotic myocardium here shows the typical hyper-eosinophilia, loss of cross striations and absence of nuclei that is associated with coagulative necrosis."
http://160.94.51.142/meded/cardio_lab01/_images/Slide12.jpg,"Acute Myocardial Infarct","Gross: Thrombus in apex of left ventricle."
http://160.94.51.142/meded/cardio_lab01/_images/Slide13.jpg,"Acute Myocardial Infarct","Micro: Thrombus in apex of left ventricle."
http://160.94.51.142/meded/cardio_lab01/_images/Slide15.jpg,"Acute Myocardial Infarct","Ischemic infarct (arrow) involving renal cortex."
http://160.94.51.142/meded/cardio_lab01/_images/Slide16.jpg,"Acute Myocardial Infarct","Passive congestion of the liver, the so-called ?nut-meg? liver that can be seen grossly. This is a manifestation of right heart failure, which is often seen after left heart failure associated with acute MI (top). The passively congested liver shows retained hepatic architecture with a distended central vein (arrow) and adjacent sinusoids congested with red blood cells (bottom)."
http://160.94.51.142/meded/cardio_lab01/_images/Slide17.jpg,"Acute Myocardial Infarct","This patient had a stroke secondary to his MI."
http://160.94.51.142/meded/cardio_lab01/_images/Slide26.jpg,"Rupture, Free Wall Left ventricle","Diagram of left ventricular free wall rupture, which usually occurs 4-7 days after an acute MI when the wall is weakest. Often having catastrophic results by causing bleeding into the pericardial space (hemopericardium) resulting in cardiac tamponade."
http://160.94.51.142/meded/cardio_lab01/_images/Slide27.jpg,"Rupture, Free Wall Left ventricle","Gross photo of a left ventricular free wall rupture (pericardium has been removed). This anterior location is typical for ruptures as it is for aneurysms, for this reason anterior wall MI?s in general have a worse prognosis"
http://160.94.51.142/meded/cardio_lab01/_images/Slide28.jpg,"Rupture, Free Wall Left ventricle","Hemopericardium occurs most commonly with ventricular wall rupture a few days after an MI, or following external aortic rupture of a proximal extension of an aortic dissection."
http://160.94.51.142/meded/cardio_lab01/_images/Slide30.jpg,"Abdominal Aortic Aneurysm ","The typical appearance of abdominal aortic aneurysm. The shape is usually fusiform (circumferential), and located between the renal arteries and the iliac bifurcation."
http://160.94.51.142/meded/cardio_lab01/_images/Slide31.jpg,"Abdominal Aortic Aneurysm ","Here is an example of an atherosclerotic aneurysm of the aorta in which a large \"bulge\" appears just above the aortic bifurcation.Such aneurysms are prone to rupture when they reach about 6 to 7 cm in size. They may be felt on physical examination as a pulsatile mass in the abdomen.Most such aneurysms are conveniently located below the renal arteries so that surgical resection can be performed with placement of a dacron graft."
http://160.94.51.142/meded/cardio_lab01/_images/Slide20.jpg,"LV Aneurysm","Cardiac aneurysms often cause left heart failure, as the ventricle, even with good force, isn?t able to put out the same volume of blood due to unloading into the aneurysmal wall. Another common complication shown here is mural thrombus formation which gives potential for thromboembolisation. Only rarely will an aneurysm rupture."
http://160.94.51.142/meded/cardio_lab01/_images/Slide21.jpg,"LV Aneurysm","Mural thrombus formation is often seen after myocardial infarctions, especially when a ventricular aneurysm has formed. Parts of this thrombus may embolize and cause ischemic damage, most commonly going to the brain, kidney, spleen, and the extremities. "
http://160.94.51.142/meded/cardio_lab01/_images/Slide22.jpg,"LV Aneurysm","Aneurysmal dilitation of left ventricle. Note the thinness of the wall."
http://160.94.51.142/meded/cardio_lab01/_images/Slide23.jpg,"LV Aneurysm","There has been a previous extensive transmural myocardial infarction involving the free wall of the left ventricle. Note that the thickness of the myocardial wall is normal superiorly, but inferiorly is only a thin fibrous wall. The infarction was so extensive that, after healing, the ventricular wall was replaced by a thin band of collagen, forming an aneurysm. Such an aneurysm represents non-contractile tissue that reduces stroke volume and strains the remaining myocardium. The stasis of blood in the aneurysm predisposes to mural thrombosis."
http://160.94.51.142/meded/cardio_lab01/_images/Slide24.jpg,"LV Aneurysm","A cross section through the heart reveals a ventricular aneurysm with a very thin wall at the arrow. Note how the aneurysm bulges out. The stasis in this aneurysm allows mural thrombus, which is present here, to form within the aneurysm."
http://160.94.51.142/meded/cardio_lab01/_images/Slide25.jpg,"LV Aneurysm","Gross photo of a chronic left ventricular aneurysm (arrow), which is located in the anterior wall (typical location). This aneurysm appears fibrotic and thus would likely not have the paradoxical systolic out pouching seen with aneurysm walls with more viable ( and thus stretchable) myocardium. "
http://160.94.51.142/meded/cardio_lab01/_images/Slide29.jpg,"Acquired VSD from MI","Septal rupture after an MI may be fatal, but not in all cases - it depends on the size of the defect."
http://160.94.51.142/meded/cardio_lab01/_images/Slide18.jpg,"Acquired VSD from MI","Most often only part of the papillary muscle ruptures causing insufficiency, but if the entire muscle trunk tears (as shown in this diagram) sudden death results."
http://160.94.51.142/meded/cardio_lab01/_images/Slide19.jpg,"Acquired VSD from MI","Partial tear of a papillary muscle after infarction. Partial tears will result in mitral insufficiency and produce a mid-late systolic click due to prolapse of the valve. "
http://160.94.51.142/meded/cardio_lab02/_images/Slide01.jpg,"Dilated Cardiomyopathy","Diagram of different types of cardiomyopathy."
http://160.94.51.142/meded/cardio_lab02/_images/Slide02.jpg,"Dilated Cardiomyopathy","Gross example of four chamber dilatation, giving the heart a globular configuration. The arrow points to the division between the right and left ventricles, highlighting the fact that both ventricles are enlarged. The hearts in dilated cardiomyopathy are extremely heavy (2-3x normal weight). Normal heart weight: men 300-350 gm, women 250-300 gm."
http://160.94.51.142/meded/cardio_lab02/_images/Slide03.jpg,"Dilated Cardiomyopathy","Left ventricular dilatation, the contour of the wall is rounded, the wall thickness is thin here, but may also be normal or thick with dilated cardiomyopathy. Dilated ventricles often contain mural thrombi that are absent in this case."
http://160.94.51.142/meded/cardio_lab02/_images/Slide04.jpg,"Dilated Cardiomyopathy","Cross section of a normal heart, with right and left ventricles (R & L) having normal myocardial thickness and chamber size. Ventricles of normal thickness LV 1.3-1.5 cm; RV 0.3-0.5 cm (top). Dilated cardiomyopathy (cross section), with dilated both right and left ventricular chambers. The myocardium appears to be normal or slightly thin in this case (bottom)."
http://160.94.51.142/meded/cardio_lab02/_images/Slide10.jpg,"Hypertrophic Cardiomyopathy","Diagram shows the distinctive pattern of asymmetric hypertrophy that is seen in IHSS. The microscopic drawing on the right shows the typical microscopic finding in this disease, that of myocyte disarray. This microscopic change is not entirely specific to IHSS, as it can be seen in ischemic heart and hypertrophy associated with HTN, but nearly all cases of IHSS show widespread myofiber disarray."
http://160.94.51.142/meded/cardio_lab02/_images/Slide11.jpg,"Hypertrophic Cardiomyopathy","A gross example of HCM (left) with prominent asymmetric septal hypertrophy. The anterior leaflet of the mitral valve is held in the clamp; you can imagine how the high pressure flow through the outflow tract might pull this leaflet down (Venturi effect) further compromising the LV outflow. The micro photo on the right shows the myocyte disarray and large amounts of interstitial collagenous fibrosis (blue material) typical of HCM (trichrome stain)."
http://160.94.51.142/meded/cardio_lab02/_images/Slide33.jpg,"End Stage Heart Failure Transplantation","Left ventricular assist device. The slide shows the inflow and outflow cannulae and the electric power-line connected to the pump casing."
http://160.94.51.142/meded/cardio_lab02/_images/Slide34.jpg,"End Stage Heart Failure Transplantation","Dilated cardiomyopathy. This view of the patient's surgically removed heart shows dilated cardiac chambers with stasis thrombi in the left ventricle."
http://160.94.51.142/meded/cardio_lab02/_images/Slide35.jpg,"End Stage Heart Failure Transplantation","Donor heart biopsy at 3 weeks. The slide shows mild (grade 1A) acute rejection as evidenced by scanty interstitial lymphocytes in the right ventricular endomyocardial sample that was obtained by a bioptome inserted via catheter into the right ventricle."
http://160.94.51.142/meded/cardio_lab02/_images/Slide36.jpg,"End Stage Heart Failure Transplantation","Donor heart biopsy at 18 months. The slide shows a florid interstitial lymphocytic infiltration consistent with severe acute (cellular) rejection (grade 3B). Myocyte necrosis was evident elsewhere in the sample."
http://160.94.51.142/meded/cardio_lab02/_images/Slide37.jpg,"End Stage Heart Failure Transplantation","Donor heart biopsy at 2 years. The slide shows more than half of the endomyocardial sample to be composed of mature fibrous tissue. Serial sections excluded obliquely sectioned endocardium as a possible cause of this appearance. Biopsy was read as strongly suggestive of graft arteriopathy (chronic rejection)."
http://160.94.51.142/meded/cardio_lab02/_images/Slide38.jpg,"End Stage Heart Failure Transplantation","Graft arteriopathy: donor heart appearance at autopsy. The donor heart shows diffuse myocardial fibrosis and large apical, organizing stasis thrombi are seen in both ventricles. Major epicardial coronary arteries appear thick walled."
http://160.94.51.142/meded/cardio_lab02/_images/Slide39.jpg,"End Stage Heart Failure Transplantation","Graft arteriopathy: Donor major coronary arterial histiology. Slide shows a section of the left anterior descending coronary artery in which the intima shows marked intimal fibrosis, the internal elastic lamina may still be discerned and there is fibrous replacement of the media. Some mononuclear cells are present in the thickened intima. Adventitial fibrosis merges with the fibrosed media."
http://160.94.51.142/meded/cardio_lab02/_images/Slide40.jpg,"End Stage Heart Failure Transplantation","Graft arteriopathy: Donor intramyocardial coronary artery histology. Severe luminal narrowing of intramyocardial coronary artery due to chronic rejection. Note the severe intimal thickening due to smooth cell proliferation and collagen deposition. Scanty lymphocytes are also present."
http://160.94.51.142/meded/cardio_lab02/_images/Slide41.jpg,"End Stage Heart Failure Transplantation","Anastomosis lines in Aorta (Slide 41) left atrium (Slide 42) pulmonary artery (Slide 43) and right atrium (Slide 44) of an autopsied donor heart from another patient. Arrows indicate surgical suture lines."
http://160.94.51.142/meded/cardio_lab02/_images/Slide42.jpg,"End Stage Heart Failure Transplantation","Anastomosis lines in Aorta (Slide 41) left atrium (Slide 42) pulmonary artery (Slide 43) and right atrium (Slide 44) of an autopsied donor heart from another patient. Arrows indicate surgical suture lines."
http://160.94.51.142/meded/cardio_lab02/_images/Slide43.jpg,"End Stage Heart Failure Transplantation","Anastomosis lines in Aorta (Slide 41) left atrium (Slide 42) pulmonary artery (Slide 43) and right atrium (Slide 44) of an autopsied donor heart from another patient. Arrows indicate surgical suture lines."
http://160.94.51.142/meded/cardio_lab02/_images/Slide44.jpg,"End Stage Heart Failure Transplantation","Anastomosis lines in Aorta (Slide 41) left atrium (Slide 42) pulmonary artery (Slide 43) and right atrium (Slide 44) of an autopsied donor heart from another patient. Arrows indicate surgical suture lines."
http://160.94.51.142/meded/cardio_lab02/_images/Slide16.jpg,"Bicuspid Aortic Valve","Diagram of congenital bicuspid aortic valve."
http://160.94.51.142/meded/cardio_lab02/_images/Slide17.jpg,"Bicuspid Aortic Valve","Calcified congenital bicuspid aortic valve. Stenosis is due to the immobile leaflets. Unlike rheumatic aortic stenosis the commissures (arrow) are not fused."
http://160.94.51.142/meded/cardio_lab02/_images/Slide18.jpg,"Bicuspid Aortic Valve","Gross appearance (left) of calcified congenital bicuspid aortic valve. Arrow indicates the low raphe that does not reach the free margin of the conjoined cusp. Histology (right) shows prominent dystrophic calcification within a cusp."
http://160.94.51.142/meded/cardio_lab02/_images/Slide19.jpg,"Bicuspid Aortic Valve","Concentric left ventricular hypertrophy, seen with overload of the left ventricle. This is common with HTN and aortic stenosis."
